iata_code,local_code,name,latitude_deg,longitude_deg,elevation_ft,type,local_region,country_name
GHU,GUA,Gualeguaychu Airport,-33.0103,-58.6131,75.0,medium_airport,E,Argentina
GUQ,,Guanare Airport,9.026944160461426,-69.7551498413086,606.0,medium_airport,P,Venezuela
CLZ,,Calabozo Airport,8.92465591430664,-67.4170913696289,328.0,medium_airport,J,Venezuela
,,Gütersloh Air Base,51.922798,8.30633,236.0,closed,NW,Germany
,,Haeju Airfield,38.00739,125.777321,131.0,medium_airport,05,North Korea
,,Ramat David Air Base,32.66510009765625,35.179500579833984,185.0,medium_airport,Z,Israel
,,Gonghe Air Base,36.3367,100.480003,,medium_airport,63,China
YHT,,Haines Junction Airport,60.7892,-137.546005,2150.0,medium_airport,YT,Canada
,,Lalin Air Base,45.259457,126.893536,,medium_airport,23,China
,CPF,Wendell H Ford Airport,37.386666,-83.261666,1256.0,medium_airport,KY,United States
,,Helsinki East-Redstone Airport,60.479167,26.593889,72.0,medium_airport,09,Finland
,,RNAS Culdrose,50.08610153198242,-5.255710124969482,267.0,medium_airport,ENG,United Kingdom
,,Paloich Airport,10.529167,32.500556,1290.0,medium_airport,23,South Sudan
,,Dundigul Air Force Academy,17.627199173,78.4033966064,2013.0,medium_airport,TG,India
IRD,,Ishurdi Airport,24.15250015258789,89.04940032958984,45.0,medium_airport,5,Bangladesh
SZJ,,Siguanea Airport,21.64249992370605,-82.9551010131836,39.0,medium_airport,99,Cuba
ITA,AM0012,Itacoatiara Airport,-3.126539,-58.481668,142.0,medium_airport,AM,Brazil
JCR,PA0011,Jacareacanga Airport,-6.23316,-57.776901,295.0,medium_airport,PA,Brazil
,JKL,Julian Carroll Airport,37.59389877319336,-83.31729888916016,1381.0,medium_airport,KY,United States
,,Junin Airport,-34.546359,-60.930487,262.0,closed,B,Argentina
IXH,,Kailashahar Airport,24.308657,92.00768,79.0,medium_airport,TR,India
,AFE,Kake Airport,56.961312,-133.910202,172.0,medium_airport,AK,United States
,,Gangshan Air Force Base,22.782499,120.263,34.0,medium_airport,KHH,Taiwan
,,Masroor Air Base,24.893600463867188,66.93879699707031,35.0,medium_airport,SD,Pakistan
,HSOM,Wadi Seidna Air Base,15.815213,32.51401,,medium_airport,03,Sudan
,,Borisoglebskoye Airport,55.866699,49.133301,213.0,medium_airport,TA,Russia
,,Kėdainiai Air Base,55.31169891357422,23.95639991760254,171.0,medium_airport,KU,Lithuania
KGG,,Kédougou Airport,12.57229995727539,-12.22029972076416,584.0,medium_airport,TC,Senegal
KJT,,Kertajati International Airport,-6.648924,108.166692,134.0,medium_airport,JB,Indonesia
IXK,,Keshod Airport,21.317101,70.270401,167.0,medium_airport,GJ,India
KHT,,Khost International Airport,33.284605,69.80734,4204.0,medium_airport,KHO,Afghanistan
IAN,IAN,Bob Baker Memorial Airport,66.9759979248,-160.43699646,166.0,medium_airport,AK,United States
,,Hwangsuwon Airbase,40.6814,128.151001,4050.0,medium_airport,10,North Korea
,,Shaykovka Air Base,54.22669982910156,34.371700286865234,666.0,medium_airport,KLU,Russia
KLW,AKW,Klawock Airport,55.579201,-133.076004,80.0,medium_airport,AK,United States
KLZ,,Kleinsee Airport,-29.6884002686,17.093999862700002,270.0,medium_airport,NC,South Africa
HGO,,Korhogo Airport,9.38718,-5.55666,1214.0,medium_airport,SV,Côte d'Ivoire
KTU,,Kota Airport,25.160200119,75.84559631350001,896.0,medium_airport,RJ,India
KFZ,,Kukës International Airport,42.035802,20.415955,1120.0,medium_airport,07,Albania
UND,,Kunduz Airport,36.6651,68.910797,1457.0,medium_airport,KDZ,Afghanistan
KMH,,Johan Pienaar Airport,-27.45669937133789,23.411399841308597,4382.0,medium_airport,NC,South Africa
,,Kwail Air Base,38.425487,125.019093,89.0,medium_airport,05,North Korea
LBY,,La Baule-Escoublac Airport,47.289398193359375,-2.346390008926392,105.0,medium_airport,PDL,France
PAL,PQE,German Olano Air Base,5.48361,-74.6574,566.0,medium_airport,CUN,Colombia
LPG,PTA,La Plata Airport,-34.9722,-57.8947,72.0,medium_airport,B,Argentina
,,Lechfeld Air Base,48.185504,10.8612,1822.0,medium_airport,BY,Germany
LKY,,Lake Manyara Airport,-3.376310110092163,35.81829833984375,4150.0,medium_airport,26,Tanzania
NEL,NEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,101.0,medium_airport,NJ,United States
LBQ,,Lambarene Airport,-0.7043889760971069,10.245699882507324,82.0,medium_airport,3,Gabon
SDB,,Langebaanweg Airport,-32.9688987732,18.1602993011,108.0,medium_airport,WC,South Africa
,,Libourne-Artigues-de-Lussac Airport,44.982498,-0.134722,157.0,medium_airport,NAQ,France
,,Malmen Air Base,58.40230178833008,15.525699615478516,308.0,medium_airport,E,Sweden
LYB,,Edward Bodden Little Cayman Airfield,19.660161,-80.088826,3.0,medium_airport,U-A,Cayman Islands
LOK,,Lodwar Airport,3.1219699382781982,35.608699798583984,1715.0,medium_airport,700,Kenya
,,Longtan Air Base,24.853588,121.236392,790.0,medium_airport,TAO,Taiwan
,,General Manuel Serrano Airport,-3.2689,-79.961601,11.0,closed,O,Ecuador
,,Kuchyňa Air Base,48.402000427246094,17.11840057373047,679.0,medium_airport,BL,Slovakia
MAI,,Mangochi Airport,-14.482999801635742,35.266998291015625,1580.0,medium_airport,MG,Malawi
YMG,,Manitouwadge Airport,49.08390045166016,-85.86060333251953,1198.0,medium_airport,ON,Canada
,,Al Mansurah Airbase,30.9676,31.4342,13.0,medium_airport,DK,Egypt
,,Mărculeşti International Airport,47.862701416015625,28.212799072265625,312.0,medium_airport,FR,Moldova
MQU,MQU,Mariquita Airport,5.21256,-74.8836,1531.0,medium_airport,TOL,Colombia
ESG,,Dr. Luis Maria Argaña International Airport,-22.049999237060547,-60.619998931884766,553.0,medium_airport,19,Paraguay
MVZ,,Masvingo International Airport,-20.055299758911133,30.859100341796875,3595.0,medium_airport,MV,Zimbabwe
MXI,,Mati National Airport,6.949091,126.27368,156.0,medium_airport,DAO,Philippines
MZW,,Mecheria Airport,33.535900116,-0.242353007197,3855.0,medium_airport,45,Algeria
,,Meiktila Air Base,20.88640022277832,95.89279174804688,699.0,medium_airport,04,Myanmar
DRA,NV65,Desert Rock Airport,36.6194,-116.032997,3314.0,medium_airport,NV,United States
MWE,,Merowe Airport,18.443333,31.843333,897.0,medium_airport,01,Sudan
MWD,,Mianwali Air Base,32.5630989074707,71.5707015991211,690.0,medium_airport,PB,Pakistan
MOA,,Orestes Acosta Airport,20.65390014648437,-74.92220306396484,16.0,medium_airport,11,Cuba
MNR,,Mongu Airport,-15.25450038909912,23.16230010986328,3488.0,medium_airport,01,Zambia
,LLQ,Monticello Municipal Ellis Field,33.638599,-91.750999,270.0,medium_airport,AR,United States
MXN,,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,272.0,medium_airport,BRE,France
XNH,,Ali Air Base,30.935801,46.090099,20.0,medium_airport,DQ,Iraq
,,Nejanilini Lake Airport,59.4874992371,-97.7802963257,1000.0,medium_airport,MB,Canada
ENN,ENN,Nenana Municipal Airport,64.548772,-149.074516,362.0,medium_airport,AK,United States
,,Neuburg AFB,48.710999,11.2115,1249.0,medium_airport,BY,Germany
AHJ,,Hongyuan Airport,32.53154,102.35224,11600.0,medium_airport,51,China
,,Ningbo Zhuangqiao Air Base,29.9228,121.573997,,medium_airport,33,China
,,Krechevitsy Air Base,58.625,31.38500022888184,85.0,medium_airport,NGR,Russia
OEC,,Rota Do Sândalo Oecusse Airport,-9.19806,124.343002,,medium_airport,OE,Timor-Leste
OYK,AP0002,Oiapoque Airport,3.85412,-51.797056,53.0,medium_airport,AP,Brazil
OKN,,Okondja Airport,-0.6652140021324158,13.673100471496582,1325.0,medium_airport,2,Gabon
ORU,,Juan Mendoza Airport,-17.962600708,-67.0762023926,12152.0,medium_airport,O,Bolivia
BUJ,,Bou Saada Airport,35.3325,4.20639,1506.0,medium_airport,28,Algeria
FTX,,Owando Airport,-0.5313500165939331,15.95009994506836,1214.0,medium_airport,8,Republic of the Congo
OZC,,Labo Airport,8.17851,123.842003,75.0,medium_airport,MSC,Philippines
,PA04,Palermo-Boccadifalco Airport,38.110802,13.3133,345.0,medium_airport,82,Italy
AOL,LIB,Paso De Los Libres Airport,-29.6894,-57.1521,230.0,medium_airport,W,Argentina
PEH,PEH,Comodoro Pedro Zanni Airport,-35.8446,-61.8576,278.0,medium_airport,B,Argentina
,,Aérodrome de Péronne Saint-Quentin,49.8685,3.02958,295.0,medium_airport,HDF,France
PTU,PTU,Platinum Airport,59.01139831542969,-161.82000732421875,15.0,medium_airport,AK,United States
,,Shatalovo Air Base,54.34000015258789,32.47330093383789,630.0,medium_airport,SMO,Russia
GPL,,Guapiles Airport,10.2172002792,-83.79699707030001,883.0,medium_airport,L,Costa Rica
,,Pokhara International Airport,28.1838,84.0147,2595.0,medium_airport,P4,Nepal
,,Temelli Air Base,39.73885726928711,32.378639221191406,2457.0,medium_airport,06,Turkey
KPC,KPC,Port Clarence Coast Guard Station,65.2537002563,-166.85899353,10.0,medium_airport,AK,United States
PTH,PTH,Port Heiden Airport,56.959359,-158.62106,95.0,medium_airport,AK,United States
JOH,,Port St Johns Airport,-31.60612,29.52175,1227.0,medium_airport,EC,South Africa
PNB,TO0003,Porto Nacional Airport,-10.719402,-48.3997,870.0,medium_airport,TO,Brazil
PSJ,,Kasiguncu Airport,-1.41675,120.657997,174.0,medium_airport,ST,Indonesia
,NYG,Quantico Marine Corps Airfield / Turner Field,38.501701,-77.305298,10.0,medium_airport,VA,United States
,,Råda Air Base,58.49810028076172,13.053199768066406,230.0,medium_airport,Q,Sweden
,,La Independencia Airport,-34.173698,-70.775703,1446.0,medium_airport,LI,Chile
RCQ,RTA,Reconquista Airport,-29.2103,-59.68,160.0,medium_airport,S,Argentina
,,Tel Nof Air Base,31.8395004272,34.8218002319,193.0,medium_airport,M,Israel
REW,VA1G,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000.0,medium_airport,MP,India
,RJ9002,Campo Délio Jardim de Mattos Airport,-22.875099,-43.384701,110.0,medium_airport,RJ,Brazil
SNZ,RJ9003,Santa Cruz Air Force Base,-22.9324,-43.719101,10.0,medium_airport,RJ,Brazil
ROD,,Robertson Airport,-33.812198638916016,19.90279960632324,640.0,medium_airport,WC,South Africa
XRR,YDM,Ross River Airport,61.9706001282,-132.42300415,2314.0,medium_airport,YT,Canada
RRK,,Rourkela Airport,22.256571,84.815193,659.0,medium_airport,OR,India
RYN,,Royan-Médis Airport,45.62810134887695,-0.9725000262260436,72.0,medium_airport,NAQ,France
,XWPR,Rtishchevo Air Base,52.297317,43.7241,673.0,medium_airport,SAR,Russia
OYP,,Saint-Georges-de-l'Oyapock Airport,3.8976,-51.8041,46.0,medium_airport,CY,French Guiana
SNF,,Sub Teniente Nestor Arias Airport,10.2787,-68.755203,761.0,medium_airport,U,Venezuela
SNJ,,San Julián Air Base,22.100525,-84.157376,98.0,medium_airport,01,Cuba
VRO,,Kawama Airport,23.124001,-81.301598,16.0,medium_airport,04,Cuba
JHF,SP1176,São Paulo Catarina Executive Airport,-23.426886,-47.165658,2547.0,medium_airport,SP,Brazil
,,Engels Air Base,51.480499267578125,46.21500015258789,121.0,medium_airport,SAR,Russia
SGI,,Mushaf Air Base,32.04859924316406,72.66500091552734,614.0,medium_airport,PB,Pakistan
SVA,SVA,Savoonga Airport,63.686401,-170.492996,53.0,medium_airport,AK,United States
,,Iruma Air Base,35.8419,139.410995,295.0,medium_airport,13,Japan
UKS,,Sevastopol International Airport / Belbek Air Base,44.691822,33.57462,344.0,medium_airport,43,Ukraine
,,Shanghai Dachang Air Base,31.324438,121.409508,,medium_airport,31,China
,,Sheffield City Heliport,53.394299,-1.38849,231.0,closed,ENG,United Kingdom
SHH,SHH,Shishmaref Airport,66.249604,-166.089112,12.0,medium_airport,AK,United States
,,Barysiai Airfield,56.070599,23.5581,270.0,medium_airport,SA,Lithuania
,,Changi Air Base (East),1.3441400528,104.009002686,22.0,medium_airport,04,Singapore
,,Siping Air Base,43.156898,124.292,,medium_airport,22,China
,,Sivrihisar Airport,39.45149993896485,31.36529922485352,3185.0,medium_airport,26,Turkey
SQW,,Skive Airport,56.550201416015625,9.172980308532717,74.0,medium_airport,82,Denmark
SOT,,Sodankyla Airport,67.3949966431,26.6191005707,602.0,medium_airport,10,Finland
,XLLL,Soltsy-2 Air Base,58.139545,30.33042,266.0,medium_airport,NGR,Russia
,,Pushkin Airport,59.685001,30.338301,230.0,medium_airport,SPE,Russia
,,Rzhevka Airport,59.98,30.5856,56.0,closed,LEN,Russia
,,Staraya Russa Air Base,57.961399,31.384399,52.0,medium_airport,NGR,Russia
,UB13,Stepanakert Airport,39.901402,46.786999,2001.0,medium_airport,XCI,Azerbaijan
SWT,,Strezhevoy Airport,60.709400177,77.66000366210001,164.0,medium_airport,TOM,Russia
,,Pukchang Air Base,39.505001,125.963997,217.0,medium_airport,02,North Korea
,,Syktyvkar Southwest,61.58666610717773,50.52000045776367,489.0,medium_airport,KO,Russia
,,Szolnok Air Base,47.122897,20.2355,322.0,medium_airport,JN,Hungary
TCX,,Tabas Airport,33.6678009033,56.8927001953,2312.0,medium_airport,21,Iran
PMS,,Palmyra Airport,34.5574,38.316898,1322.0,medium_airport,HI,Syria
,,Al Taji Army Air Field,33.52389907836914,44.25669860839844,121.0,medium_airport,BG,Iraq
TLX,,Panguilemo Airport,-35.37779998779297,-71.60169982910156,371.0,medium_airport,ML,Chile
TBW,,Donskoye Airport,52.806098937988,41.482799530029,413.0,medium_airport,TAM,Russia
,,Tambov Air Base,52.700626373291016,41.374168395996094,554.0,medium_airport,TAM,Russia
,,Tanagra Air Base,38.339802,23.565001,485.0,medium_airport,H,Greece
,,Tancos Airbase,39.475101,-8.36458,266.0,medium_airport,14,Portugal
,,Birma Air Base,30.836599,30.936001,,medium_airport,GH,Egypt
,,Taszár Air Base,46.393101,17.9175,531.0,medium_airport,SO,Hungary
TEC,PR0007,Telêmaco Borba Airport,-24.317801,-50.6516,2610.0,medium_airport,PR,Brazil
TNW,,Jumandy Airport,-1.059722,-77.583333,1234.0,medium_airport,N,Ecuador
,,Tiraspol Airport,46.868099,29.590599,141.0,medium_airport,SN,Moldova
TJI,,Trujillo Airport,15.926599,-85.938573,3.0,medium_airport,CL,Honduras
LTA,,Tzaneen Airport,-23.8243999481,30.3292999268,1914.0,medium_airport,NP,South Africa
,,Udbina Air Base,44.55759811401367,15.774399757385254,2462.0,closed,09,Croatia
,,İstanbul Samandıra Army Air Base,40.993,29.216499,400.0,medium_airport,34,Turkey
,,Utsunomiya Airport,36.5145,139.87101,334.0,medium_airport,09,Japan
,,Valenciennes-Denain Airfield,50.325802,3.46126,165.0,medium_airport,HDF,France
VLR,,Vallenar Airport,-28.596399307250977,-70.75599670410156,1725.0,medium_airport,AT,Chile
VNE,,Vannes-Meucon Airport,47.72330093383789,-2.718559980392456,446.0,medium_airport,BRE,France
,,De Peel Air Base,51.51729965209961,5.855720043182373,98.0,medium_airport,LI,Netherlands
,,Aérodrome de Vesoul-Frotey,47.6376,6.20392,1249.0,medium_airport,BFC,France
VIN,,Vinnytsia/Gavyryshivka International Airport,49.242531,28.613778,961.0,medium_airport,05,Ukraine
,VT03,Viterbo Airport,42.430199,12.0642,992.0,medium_airport,62,Italy
VGD,,Vologda Airport,59.282501220703125,39.94440078735352,387.0,medium_airport,VLG,Russia
VRE,,Vredendal Airport,-31.641000747680664,18.5447998046875,330.0,medium_airport,WC,South Africa
PKT,,Port Keats Airport,-14.249701,129.529538,91.0,medium_airport,NT,Australia
,,Laohutun Air Base,39.669998,121.765999,,medium_airport,21,China
AIN,AWI,Wainwright Airport,70.638,-159.994995,41.0,medium_airport,AK,United States
WIR,,Wairoa Airport,-39.00690078735352,177.40699768066406,42.0,medium_airport,HKB,New Zealand
WWY,,West Wyalong Airport,-33.9371986389,147.190994263,859.0,medium_airport,NSW,Australia
ILN,ILN,Wilmington Airpark,39.427898407,-83.792098999,1077.0,medium_airport,OH,United States
YWY,,Wrigley Airport,63.20940017700195,-123.43699645996094,489.0,medium_airport,NT,Canada
,,Wuwei Air Base,37.9883,102.567001,,medium_airport,62,China
,,Wugong Air Base,34.275907,108.2658,,medium_airport,61,China
,,Step Air Base,51.016700744628906,115.43299865722656,2329.0,medium_airport,CHI,Russia
,,Zhangshu Air Base,28.023283,115.549649,116.0,medium_airport,36,China
,,Danilovo Air Base,56.65999984741211,48.03329849243164,384.0,medium_airport,ME,Russia
ZTU,,Zaqatala International Airport,41.557823,46.669464,1279.0,medium_airport,ZAQ,Azerbaijan
,,Zhengzhou Air Base,34.86125,113.729631,,medium_airport,41,China
RCM,,Richmond Airport,-20.70190048217773,143.11500549316406,676.0,small_airport,QLD,Australia
GYL,,Argyle Airport,-16.6369,128.451004,522.0,small_airport,WA,Australia
KFG,,Kalkgurung Airport,-17.431900024414062,130.80799865722656,646.0,small_airport,NT,Australia
PMK,,Palm Island Airport,-18.755300521850582,146.58099365234375,28.0,small_airport,QLD,Australia
SRN,,Strahan Airport,-42.15499877929688,145.29200744628906,20.0,small_airport,TAS,Australia
OSK,,Oskarshamn Airport,57.350498,16.497999,96.0,small_airport,H,Sweden
HLF,,Hultsfred Airport,57.525799,15.8233,366.0,small_airport,H,Sweden
,,Tuirial Airfield,23.746214,92.802846,1093.0,small_airport,MZ,India
,,Güvercinlik Airport,39.9350013733,32.7407989502,2687.0,small_airport,06,Turkey
,,Arroyo Barril Airport,19.198524,-69.429815,57.0,small_airport,20,Dominican Republic
JTY,,Astypalaia Airport,36.5798988342,26.3757991791,165.0,small_airport,L,Greece
AIU,,Enua Airport,-19.96780014038086,-158.11900329589844,36.0,small_airport,U-A,Cook Islands
BAS,,Ballalae Airport,-6.990745,155.886656,5.0,small_airport,WE,Solomon Islands
BHN,,Beihan Airport,14.781714,45.719703,3800.0,small_airport,SH,Yemen
BMU,,Sultan Muhammad Salahuddin Airport,-8.537184,118.685002,3.0,small_airport,NB,Indonesia
BMW,,Bordj Badji Mokhtar Airport,21.3778,0.92698,1303.0,small_airport,52,Algeria
BUO,,Burao Airport,9.5275,45.5549,3400.0,small_airport,TO,Somalia
LEV,,Levuka Airfield,-17.7110996246,178.759002686,11.0,small_airport,E,Fiji
CRU,,Lauriston Airport,12.4761,-61.472801,5.0,small_airport,PA,Grenada
VAK,VAK,Chevak Airport,61.5409,-165.6005,75.0,small_airport,AK,United States
OTD,,Raul Arias Espinoza Airport,8.62876,-79.034698,43.0,small_airport,8,Panama
,,Chamonate Airport,-27.2968997955,-70.4131011963,984.0,small_airport,AT,Chile
DTD,,Datadawai Airport,0.8106,114.5306,508.0,small_airport,KI,Indonesia
DAT,,Datong Yungang Airport,40.061614,113.480032,3442.0,small_airport,14,China
GSM,,Qeshm Dayrestan International Airport,26.754639,55.902353,45.0,small_airport,22,Iran
DAX,,Dachuan Airport,31.1302,107.4295,,small_airport,51,China
DIU,VA1P,Diu Airport,20.7131,70.921097,31.0,small_airport,DH,India
DOP,,Dolpa Airport,28.985659,82.818703,8200.0,small_airport,P6,Nepal
ENT,,Eniwetok Airport,11.340700149536133,162.3280029296875,13.0,small_airport,ENI,Marshall Islands
FIE,,Fair Isle Airport,59.535801,-1.62806,223.0,small_airport,SCT,United Kingdom
FAA,,Faranah Airport,10.0354995728,-10.7698001862,1476.0,small_airport,F,Guinea
FOA,,Foula Airfield,60.121725,-2.053202,150.0,small_airport,SCT,United Kingdom
GLK,,Galcaio Airport,6.78082990646,47.45470047,975.0,small_airport,MU,Somalia
GAX,,Gamba Airport,-2.785278,10.047222,30.0,small_airport,8,Gabon
GZO,,Nusatupe Airport,-8.09778022766,156.863998413,13.0,small_airport,WE,Solomon Islands
DSD,,La Désirade Airport,16.296902,-61.0844,10.0,small_airport,U-A,Guadeloupe
GYA,,Capitán de Av. Emilio Beltrán Airport,-10.820599556,-65.3455963135,557.0,small_airport,B,Bolivia
HGL,,Helgoland-Düne Airport,54.1852798462,7.91583299637,8.0,small_airport,SH,Germany
JIK,,Ikaria Airport,37.6827011108,26.3470993042,79.0,small_airport,K,Greece
INQ,,Inisheer Aerodrome,53.064701,-9.5109,40.0,small_airport,G,Ireland
IPA,,Ipota Airport,-18.856389,169.283333,23.0,small_airport,TAE,Vanuatu
JGN,,Jiayuguan Airport,39.856899,98.3414,5112.0,small_airport,62,China
JIW,,Jiwani Airport,25.067800521900004,61.8054008484,186.0,small_airport,BA,Pakistan
JDO,CE0002,Orlando Bezerra de Menezes Airport,-7.21932,-39.269096,1342.0,small_airport,CE,Brazil
JUM,,Jumla Airport,29.2742,82.193298,7700.0,small_airport,P6,Nepal
ARD,,Alor Island - Mali Airport,-8.13234,124.597,10.0,small_airport,NT,Indonesia
KAX,,Kalbarri Airport,-27.692813,114.259169,157.0,small_airport,WA,Australia
,,Karshi-Khanabad Air Base,38.833599,65.921501,1365.0,small_airport,QA,Uzbekistan
KIT,,Kithira Airport,36.2742996216,23.0170001984,1045.0,small_airport,I,Greece
KUG,,Kubin Island Airport,-10.22648,142.219619,15.0,small_airport,QLD,Australia
BVV,,Burevestnik Airport,44.919998,147.621994,79.0,small_airport,SAK,Russia
KZO,,Kyzylorda Airport,44.706902,65.592499,433.0,small_airport,KZY,Kazakhstan
ZLT,CTU5,La Tabatière Airport,50.8307991027832,-58.97560119628906,102.0,small_airport,QC,Canada
,,Dumatubin Airport,-5.66162,132.731003,10.0,small_airport,MA,Indonesia
LRA,,Larissa Air Base,39.650253,22.4655,241.0,small_airport,E,Greece
LVO,,Laverton Airport,-28.614267,122.428673,1530.0,small_airport,WA,Australia
LEC,SP0008,Coronel Horácio de Mattos Airport,-12.4823,-41.277,1676.0,small_airport,BA,Brazil
LRS,,Leros Airport,37.184898,26.800301,39.0,small_airport,L,Greece
LYI,,Linyi Qiyang Airport,35.052918,118.411828,,small_airport,37,China
LJA,,Lodja Airport,-3.462745,23.615162,1647.0,small_airport,KE,Democratic Republic of the Congo
LPU,,Long Apung Airport,1.704486,114.970297,627.0,small_airport,KU,Indonesia
LBP,,Long Banga Airport,3.202138,115.401811,750.0,small_airport,13,Malaysia
LOD,,Longana Airport,-15.3066997528,167.966995239,167.0,small_airport,PAM,Vanuatu
LNE,,Lonorore Airport,-15.8655996323,168.17199707,43.0,small_airport,PAM,Vanuatu
PTF,,Malolo Lailai Island Airport,-17.778448,177.196996,10.0,small_airport,W,Fiji
MHX,,Manihiki Island Airport,-10.376700401306152,-161.0019989013672,,small_airport,U-A,Cook Islands
MAT,,Tshimpi Airport,-5.799610137939453,13.440400123596191,1115.0,small_airport,BC,Democratic Republic of the Congo
MUK,,Mauke Airport,-20.13610076904297,-157.34500122070312,26.0,small_airport,U-A,Cook Islands
MCV,,McArthur River Mine Airport,-16.4424991608,136.083999634,131.0,small_airport,NT,Australia
MXZ,,Meizhou Meixian Changgangji International Airport,24.263425,116.097857,312.0,small_airport,44,China
MRA,,Misrata International Airport,32.325001,15.061,60.0,small_airport,MI,Libya
MOI,,Mitiaro Island Airport,-19.842501,-157.703003,25.0,small_airport,U-A,Cook Islands
,,Aérodrome Morin - Védrines,44.0257,1.37804,351.0,small_airport,OCC,France
MUZ,,Musoma Airport,-1.503,33.8021,3806.0,small_airport,13,Tanzania
MNC,,Nacala Airport,-14.488200187683104,40.71220016479492,410.0,small_airport,N,Mozambique
CNP,,Neerlerit Inaat Airport,70.743103,-22.650499,45.0,small_airport,SE,Greenland
NRL,,North Ronaldsay Airport,59.3675003052,-2.43443989754,40.0,small_airport,SCT,United Kingdom
YNO,CKQ3,North Spirit Lake Airport,52.4900016784668,-92.97109985351562,1082.0,small_airport,ON,Canada
,,Gorodskoy Aeroport Airfield,55.09573,82.90945,564.0,small_airport,NVS,Russia
ORP,,Orapa Airport,-21.265901,25.319667,3100.0,small_airport,CE,Botswana
ORW,,Ormara Airport,25.276625,64.588343,10.0,small_airport,BA,Pakistan
ODY,,Oudomsay Airport,20.68269920349121,101.99400329589844,1804.0,small_airport,OU,Laos
SSR,,Sara Airport,-15.4708003998,168.151992798,493.0,small_airport,PAM,Vanuatu
PPL,,Phaplu Airport,27.517787,86.584454,7918.0,small_airport,P1,Nepal
EDR,,Pormpuraaw Airport,-14.896451,141.60908,10.0,small_airport,QLD,Australia
ZPC,,Pucón Airport,-39.292801,-71.915901,853.0,small_airport,AR,Chile
NAQ,,Qaanaaq Airport,77.488602,-69.388702,51.0,small_airport,AV,Greenland
TMC,,Tambolaka Airport,-9.409224,119.242558,161.0,small_airport,NT,Indonesia
NDY,,Sanday Airport,59.250301361083984,-2.576669931411743,68.0,small_airport,SCT,United Kingdom
SCZ,,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972076416,165.7949981689453,18.0,small_airport,TE,Solomon Islands
SFL,,São Filipe Airport,14.8850002289,-24.4799995422,617.0,small_airport,S,Cape Verde
SRH,,Sarh Airport,9.14444,18.374399,1198.0,small_airport,MC,Chad
WLK,WLK,Selawik Airport,66.600098,-159.985992,17.0,small_airport,AK,United States
SEH,,Senggeh Airport,-3.442448,140.778079,914.0,small_airport,PA,Indonesia
SWX,,Shakawe Airport,-18.373899459838867,21.832599639892575,3379.0,small_airport,NW,Botswana
SHY,,Shinyanga Airport,-3.6093,33.5035,3800.0,small_airport,22,Tanzania
SIF,,Simara Airport,27.159803,84.980021,450.0,small_airport,P2,Nepal
CSH,,Solovki Airport,65.0299987793,35.7333335876,60.0,small_airport,ARK,Russia
YFX,CCK4,St. Lewis (Fox Harbour) Airport,52.37279891967773,-55.67390060424805,74.0,small_airport,NL,Canada
KBU,,Gusti Syamsir Alam Airport,-3.29472,116.165001,4.0,small_airport,KS,Indonesia
SOY,,Stronsay Airport,59.1553001404,-2.64139008522,39.0,small_airport,SCT,United Kingdom
SYU,,Warraber Island Airport,-10.20829963684082,142.8249969482422,3.0,small_airport,QLD,Australia
SWQ,,Sumbawa Besar Airport,-8.48904037475586,117.41200256347656,16.0,small_airport,NB,Indonesia
SUR,CJV7,Summer Beaver Airport,52.70859909057617,-88.54190063476562,832.0,small_airport,ON,Canada
JSY,,Syros Airport,37.4227981567,24.9508991241,236.0,small_airport,L,Greece
TNJ,,Raja Haji Fisabilillah International Airport,0.922683000565,104.531997681,52.0,small_airport,RI,Indonesia
TIZ,,Tari Airport,-5.84499979019,142.947998047,5500.0,small_airport,HE,Papua New Guinea
TCH,,Tchibanga Airport,-2.88848,10.955429,269.0,small_airport,5,Gabon
,,Francisco Sarabia National Airport,16.769699,-93.341499,3451.0,small_airport,CHP,Mexico
UAH,,Ua Huka Airport,-8.936228,-139.554062,160.0,small_airport,U-A,French Polynesia
UAP,,Ua Pou Airport,-9.35167,-140.078003,16.0,small_airport,U-A,French Polynesia
JUV,,Upernavik Airport,72.790199,-56.1306,414.0,small_airport,AV,Greenland
UTK,03N,Utirik Airport,11.222,169.852005,4.0,small_airport,UTI,Marshall Islands
,,Las Marías Airport,-39.7969017029,-73.24169921880001,13.0,small_airport,LR,Chile
VPN,,Vopnafjörður Airport,65.72059631347656,-14.850600242614746,16.0,small_airport,7,Iceland
WGP,,Umbu Mehang Kunda Airport,-9.66922,120.302002,33.0,small_airport,NT,Indonesia
YWM,CCA6,Williams Harbour Airport,52.567377,-55.784883,70.0,small_airport,NL,Canada
,YEH,Yinchuan Helanshan Air Base,38.481899,106.009003,3770.0,small_airport,64,China
OKR,,Yorke Island Airport,-9.752801,143.405673,10.0,small_airport,QLD,Australia
,,Baljek Airport,25.661487579345703,90.34503936767578,,small_airport,ML,India
,,Gundaroo Airport,-35.0505,149.2559,1860.0,small_airport,NSW,Australia
KQA,7AK,Akutan Airport,54.14459,-165.604332,133.0,small_airport,AK,United States
